"question_id","question_result_id","answer_id","survey_result_id","created_at","answer","answer_label"
"d9e3fc60-f19d-4d83-91d0-b8ab353b8302","9a1392ef-f550-4567-8a63-282ffaa8add3","cba95166-9b30-4c47-8f85-b0a7ec418908","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"6fff0b1d-3758-4f0e-897e-403c966cac06","35f3a5b8-855a-431e-8e54-c6c704316b16","c4cdf750-4055-4bd0-88ed-c47d13a6f559","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"7d98cb3d-28b4-43c9-8d3a-0894c1c82e6f","2a7c0818-f042-4db1-8f81-707f1b0d0e2d","5b7f7ea0-f80c-4df1-ad16-ba68a7ea88ce","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",6,"Bac+5"
"421ae3f4-7b70-4a32-a276-1cc0682bc8ec","6138b4c5-0984-4ee5-8ced-b3769f597c0e","60d82469-0d94-4817-b42b-877ddbefd9da","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",0,"Salarié"
"b4a3f6f6-bb75-4104-be85-8e890bc1925a","818cc418-1d86-415a-af5c-4db9658c63b7","40c9b6d6-de85-48c8-807b-6423d80970c7","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",0,"Fortement en désaccord"
"5dcdfd72-8ada-48ab-99a0-18e3f2304ec5","a9792beb-03c9-4266-bcb4-e54ad2a4c838","24b05e26-edb1-40cd-a1e7-a3afceb7f402","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",1,"Je me pose des questions, j'envisage un changement professionnel"
"b44cd557-95bb-456a-8de6-72d2d9023fee","0a147a26-e695-42de-bbe5-e8098fe86a81","b2310470-b78d-4dfa-82c2-88b5e8068391","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",4,"Fortement d'accord"
"895319a3-5f46-46ab-86fd-544ed19eeb39","0a364c89-41c5-4ba7-b9fd-17c59e01d488","e8b745dd-3c5c-4a97-90b1-d5b61ec272e2","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"70c7b8b9-a920-4560-ad94-2df42afd7690","2c174c93-aa39-4acc-9544-6b7537d56728","1e8344a5-0d0c-4e4d-b94f-2338804db13c","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"48ca5c14-726a-43c2-a683-aaf20666a0dc","a0d3ce9d-ddca-46ca-be8a-2cbf9b1c48e7","66518453-4f27-4272-a0a4-a03324da7d52","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"1e06a719-ede8-4549-9d91-1208f1dc505b","3e2bc754-899d-443c-83d2-b344980d93f6","06f51331-a546-4786-b594-8867bc176174","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"c4fbc9aa-a933-432a-8f93-bd88dc355a46","18cb4d72-a36d-49e3-a911-5e612078a273","93a8fa8e-4a60-4b69-a972-f4b679b035fa","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"47a29e9b-3b78-4bc9-bd73-360c967fdc57","bdf11e35-a252-4a96-8407-a525d49d5de6","92a42f7a-cb6e-478f-932d-1a83772866ba","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"8225fd04-b92a-4479-9c3a-3f02b61b6d47","89c88297-fae3-4f7b-832e-ff0578bf79c8","aa4db232-2c65-47e1-a050-a484adef5826","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",5,"Cadres"
"2bf59b23-3e82-4eb5-801b-b7ccaf4b17cd","59aa1395-d9ca-4f77-acc9-94e9171fb8b9","a3615e13-846a-469b-8fd0-e7a68b51af73","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",2,"Banque/Finance/Assurance"
"6fa658c5-3068-4236-89c6-44b4c82d4520","76ab1e7e-095e-4c64-9974-44fbb01ef09a","18826b40-6682-4b91-9862-ee7b3a321eb2","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"fcd0a7fe-85cd-46f5-8c4d-5f873871295e","37b9f3e4-5761-4819-b1ff-fefc08992edd","9301022d-0ee7-44d9-adeb-7ff68f95d57b","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"6ed0322b-ceb3-4dc9-b3fd-aeca7f912cee","69cb08b9-d6c8-4950-b9e6-3ec0f71f7d86","5577951e-9612-4658-ad6e-1dec108c0ae0","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",2,"Ni en désaccord, ni d'accord"
"da3c4171-0b87-49dd-9c87-ecc32bbc982b","4bb0784d-a9cd-4901-bae2-99491c77b6a1","fed379df-25b0-418d-91b1-f95f53caa6fd","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"317eaa54-e1a9-491f-bbc9-5bbe535a4cf6","ad8326f2-b956-4a8d-854e-b74bc2092300","20b81816-3bc4-4047-8dec-111ee00f8f01","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"d0f5a5b9-ff54-452f-b735-3fba74aec17b","0c274e44-04e4-4df6-ba6d-34fac236d2f6","d9ebe6dc-6b9a-40dd-b9c1-06bc2b2f6608","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"Via les réseaux sociaux"
"c4855898-e509-49a4-a58a-5f3c32bd64dc","32bc6869-bfd1-41bf-a6c7-37cfdddf02db","12aa3dd7-02a9-4a5d-a03f-ca1915ccc017","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"027ceeab-02bd-4fbb-a3a5-49953cad8f1d","cc60d8ce-dace-4c99-94ba-0f37395542b8","655aa636-da2d-4cfb-adb9-bc815ebda7df","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"5e395d6a-d77b-43f4-b1cd-a0cd26cf1814","691bda14-0c2e-4820-be73-f19001e796bb","0fecb543-eadb-4396-ab73-73ed485aebee","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",4,"Fortement d'accord"
"f8ef2b42-e614-49be-882e-44726b681f1c","83f71fbb-f98e-4a6f-aa71-7f1c352e1746","486113e0-5dec-4856-9a22-c8487c14a07a","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"59eebe49-6e1c-41b7-a00a-3ffecd56344d","a9102745-7e90-46ea-a514-47417c6f2ceb","c704d0b4-039d-4c34-93e2-1824aa25b0c5","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",2,"Ni en désaccord, ni d'accord"
"76f117f5-4251-4f88-a351-6e9107510679","599fee03-7679-47d0-bb6c-a3085ac8bcfb","176d95a3-c36f-40fa-be38-659cf463cff4","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"14f8dab5-72c5-4aab-9771-8c979a18ae8b","2c1c6ad2-2415-46c2-8690-7f2fd5f55d65","589c3e61-9805-4028-bb39-fff2f456b2e2","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",1,"En désaccord"
"58dcde27-ba8c-402d-a439-2e8ee8a46c72","00d83653-d62d-446a-b0b3-dba317094e91","9e6e4a70-30e3-43d5-9ea0-03cb6ba44273","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"e0e67029-2387-48fb-a2c1-31928bcb17d0","eb75a8b1-2cc4-4657-9687-b1284a8f3dc4","cbb2de77-8d99-4c11-972f-4e55651a971f","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",2,"Ni en désaccord, ni d'accord"
"c1700cc8-74ce-45b7-8370-10d60a59380b","ca545eba-bb32-4646-a452-1d0e27c73076","9cd73477-e2af-4ae1-840b-c988f334ea67","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"6deab74b-2335-4b7b-bc6e-361ded12948e","0a31c2e6-a267-4db1-a983-0919e350624c","c282ece7-bd2b-410d-82e9-c86e57ffcc5a","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"e6c4d4d9-21e7-4f0b-b3a5-d3079ec44f07","0e2eeb79-32c7-4bca-b405-58537664c1eb","5b482e25-4ed6-4c4a-9820-39349034e32a","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"8246894c-6e7a-4cad-9cde-1ff22204da0f","c9b8a2e4-c117-4877-a603-47cd4266338b","b91fcc1b-07fb-45c5-9a3f-fd340d474ca8","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",2,"Ni en désaccord, ni d'accord"
"c0d0de4a-987a-497a-bc0e-b9d71195207d","9525864c-1158-4d09-9dbc-14fc73474d70","94633038-cd9c-460c-95f4-b6b0efc3683a","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",2,"Ni en désaccord, ni d'accord"
"87233d3e-3c0e-472f-8ade-bb3730f4b658","6b5c2a5e-feb1-44be-8b71-94eaf11c81cb","10d8ccdb-5fba-471c-993c-b4d3731be68f","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",2,"Ni en désaccord, ni d'accord"
"d85de098-f932-4b89-8fb2-77e82c47ce32","ab878300-7cd5-4f30-af9c-288739a11fd0","7801515a-b760-4069-8f53-4cf737f3b753","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"fb58872d-19f0-4755-842f-3985cca857ae","58eb52f8-a1f4-4d26-a775-9a0c7ed557bd","6e07b6d1-5697-4f29-a938-07263c1f5977","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",2,"Ni en désaccord, ni d'accord"
"9fb9622d-f148-4162-ba5e-bfe20ade7aa3","26bfd8e8-6aac-470f-83c8-0d383b0e0081","5747d20f-f74c-43c4-92b4-77512586f979","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",4,"Fortement d'accord"
"9a07c421-c420-4e1a-83ab-4577f77bff09","5a53fe66-18fa-41d3-9ef0-c6246a547b94","76a21752-d696-4e33-978b-30a4f4b20de0","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",2,"Ni en désaccord, ni d'accord"
"db08917c-8fe3-4afc-a814-666147794c44","3f7b912a-02cd-4afb-a0e5-056a3a5b1063","a86f8b41-faf8-4dbc-af84-6f76bee11362","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",2,"Ni en désaccord, ni d'accord"
"00cc9176-b0f6-464a-a7e0-d79fd2abcda7","3912014e-a6d7-4e87-a061-af588a1eecba","58b49753-e3c0-4bbd-b66b-655c9aee55ce","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"f07a0c97-51e4-4318-8b65-8efacb544e04","8df7d47e-50dc-4eb4-ad60-0a0124173126","735b592c-f860-4604-8f41-0e5db9ee56ab","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",2,"Ni en désaccord, ni d'accord"
"ed1a88f8-518a-45ea-ad6a-8a9baff9b42e","d0f7a2a6-a7cb-4ca0-a7e0-48b3642b1610","b7e94168-4236-4453-be79-798b7ee7a759","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"6a5b2ab1-af7e-44b3-b0ae-c3cd9f86c2b3","577a51a0-c284-457e-bcec-0e7d4af93750","13fa6e40-781a-4f4c-9951-8d533c90dcf1","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"e747ffe9-696b-4424-9f55-802fcfb528fa","1ec12d0c-bb10-412b-889a-94bed0ed447b","a487d619-8d07-4a57-af5d-30cd4a0ae3df","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"f7527295-55a0-46e7-adf2-f6f5038daf2c","334154dd-8b13-4e6c-bc64-5d59976ae427","0c7aacfd-5dfa-4013-9962-f99a7f6aeab1","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",2,"Ni en désaccord, ni d'accord"
"b00ac354-8d7e-47c2-90be-0315a3a40c0c","61e3d85a-14b4-4096-8137-d971860a14c5","c2443327-d675-4c9b-8c4b-49aeb160a838","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"03b52ce5-516d-4706-9011-b9ae6164ffe9","8dc61e8b-9f88-43c3-ae39-2422583de150","ceca4e6d-fb7a-40c1-b6a4-d6136fcb6997","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"b6bef227-577b-4232-917a-102a5eac1548","69d3d842-7929-47dc-922d-4f11fa922405","2096500a-d18c-4a93-bada-5c8e414e2748","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"356b8ed2-b91c-4211-adef-a9502a2c1712","58188622-138e-47b1-a189-f612c09ab031","b8c176c3-6694-448a-91d6-f82efe820307","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"a59efa0e-0644-4d23-b368-ad77bda51cd6","45f7a948-a88a-42c5-b0ad-95925d72b90d","107be9e6-a3ce-4eaa-bdc6-f090a03fe28f","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"403b00c7-10a8-4f5a-8a7b-365a4cd57856","b6990292-fec0-4259-910a-ac06d6f30435","90019537-1357-44c7-a265-16a0fd489586","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",1,"En désaccord"
"81caf214-05c2-489f-9b06-63e9a1c24353","22e30dfc-e320-4d62-9a15-10ec76051097","a04d701c-ec91-44dd-b6ee-8f275bc539de","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"411c4aef-92e5-4e96-b8a6-3182f74e7b71","65f70386-3027-40a6-92b2-693c40297132","9b03874f-e0fe-4fac-9c6e-13f9b2dfd0a1","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468",3,"D'accord"
"6ed0322b-ceb3-4dc9-b3fd-aeca7f912cee","255efaeb-23c6-4f3e-af5e-59465814a5c7","3b10e265-bf48-498d-a975-1b9f73fb3fd0","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"fcd0a7fe-85cd-46f5-8c4d-5f873871295e","7a8553ef-da6b-4422-aee8-52165a13824a","9301022d-0ee7-44d9-adeb-7ff68f95d57b","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"ee4fa3b8-2902-4741-b81a-5147b3759dde","32ece9e3-c4eb-4a3d-b0fb-5e155922adfb","3fa5cd59-3dd2-4700-9935-d983044d8671","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",1,"Une femme"
"6a5b2ab1-af7e-44b3-b0ae-c3cd9f86c2b3","42928be5-6213-4aa4-954e-49a562c8b998","13fa6e40-781a-4f4c-9951-8d533c90dcf1","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"f07a0c97-51e4-4318-8b65-8efacb544e04","7361e440-63be-49ef-8f41-393024a2b0c6","735b592c-f860-4604-8f41-0e5db9ee56ab","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",2,"Ni en désaccord, ni d'accord"
"356b8ed2-b91c-4211-adef-a9502a2c1712","0cd2b436-5657-4f85-803e-8406d8780abc","b8c176c3-6694-448a-91d6-f82efe820307","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"a59efa0e-0644-4d23-b368-ad77bda51cd6","e089a795-17c6-4096-ab18-ac22426c378e","107be9e6-a3ce-4eaa-bdc6-f090a03fe28f","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"65a921b2-c376-48e8-8161-6328fca448d0","e8281684-4158-4766-853a-4dc0d74749dd","5e30cced-941e-4bbd-bc2d-734f8b2a3561","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"b6bef227-577b-4232-917a-102a5eac1548","9449bb7a-a1f0-4ae6-95e2-694da7a793e6","2096500a-d18c-4a93-bada-5c8e414e2748","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"3b37b144-7672-46e7-b8fb-a8123d20f96a","9e0150da-aaff-45fd-92fa-ba15f225daff","a63bb1d7-d518-4248-8110-6e6871da6031","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"c1700cc8-74ce-45b7-8370-10d60a59380b","fe0ee0b6-4ba0-4e6d-9cdd-951782b4bfd0","9cd73477-e2af-4ae1-840b-c988f334ea67","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"db08917c-8fe3-4afc-a814-666147794c44","9ee684dd-25ee-4c5c-a58e-d6941266c1f3","9e292ef0-08de-4aff-b595-f3b84556416a","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"d9a0d5f6-0a72-48c8-aaf6-b49d2478e7a1","2431e31f-7cc3-40d6-b400-f62dcd5b0a94","bbc05054-ba3a-47f6-99a9-c35e74ed754a","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"e6c4d4d9-21e7-4f0b-b3a5-d3079ec44f07","effcdbdd-8bff-4085-b19c-cfb5e78286dd","5b482e25-4ed6-4c4a-9820-39349034e32a","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"6fa658c5-3068-4236-89c6-44b4c82d4520","727a1aaa-e3b0-46e4-a97e-465fbd104990","18826b40-6682-4b91-9862-ee7b3a321eb2","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"00cc9176-b0f6-464a-a7e0-d79fd2abcda7","4f496287-d19f-44a8-8475-ab0068670632","0d07fd6d-7a9e-4c70-a66a-778927736e17","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",2,"Ni en désaccord, ni d'accord"
"027ceeab-02bd-4fbb-a3a5-49953cad8f1d","bbc9cf69-df77-415a-bddb-3718ca63a5c1","655aa636-da2d-4cfb-adb9-bc815ebda7df","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"87233d3e-3c0e-472f-8ade-bb3730f4b658","7a7ffece-2eeb-4902-bbb4-04a9efa351d2","10d8ccdb-5fba-471c-993c-b4d3731be68f","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",2,"Ni en désaccord, ni d'accord"
"6deab74b-2335-4b7b-bc6e-361ded12948e","d40669c7-484a-479e-95cb-d2e06d8d5e7c","597a95bb-dabd-4d20-9fbb-c3afaf165209","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",2,"Ni en désaccord, ni d'accord"
"03b52ce5-516d-4706-9011-b9ae6164ffe9","ee1075a9-5232-4967-9f13-0290a461e179","ceca4e6d-fb7a-40c1-b6a4-d6136fcb6997","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"9a07c421-c420-4e1a-83ab-4577f77bff09","d01040b8-cf1c-454a-920c-a68ef2748dfb","064fb1b5-bb6f-4eb3-8b65-6ea979edcedf","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"38c3d1de-90d9-4d99-9b69-fd14e78473b4","99f16fcc-62b9-4a78-b6cc-17a164036caa","b6b0b94d-9194-4bed-85fb-b152ee7267b2","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"8246894c-6e7a-4cad-9cde-1ff22204da0f","0dcbd3df-f14b-4c5a-9c44-b78d94fe0d0d","b91fcc1b-07fb-45c5-9a3f-fd340d474ca8","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",2,"Ni en désaccord, ni d'accord"
"403b00c7-10a8-4f5a-8a7b-365a4cd57856","e7916d4c-d344-4117-b6a7-b6e59ff94d6e","17ff06f7-43b8-4382-acc3-43080ad252be","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",2,"Ni en désaccord, ni d'accord"
"e0e67029-2387-48fb-a2c1-31928bcb17d0","78d1e4ff-954a-45f0-8d2e-19d6afec0b73","7b1ea9a5-28f9-490d-844b-47d2f17e30f8","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"81caf214-05c2-489f-9b06-63e9a1c24353","720e2ad6-4538-4587-97cf-15cf2482e819","a04d701c-ec91-44dd-b6ee-8f275bc539de","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"da3c4171-0b87-49dd-9c87-ecc32bbc982b","a598b1f0-13fc-4fc7-989a-3d6f0ef16bb3","fed379df-25b0-418d-91b1-f95f53caa6fd","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"9fb9622d-f148-4162-ba5e-bfe20ade7aa3","4fece714-baf0-4976-871a-ae2cdbe54a78","6dd7c2de-2d4a-418f-bb4c-79582c454815","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"821f803e-3fb9-4c08-b3a6-5da8a9b1f829","fa029f2c-0beb-4fcb-8a8d-466bf1865ed8","dd3b56ee-dbe0-4c2d-80d9-08845746ff0f","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",4,"Fortement d'accord"
"5da26b2f-8630-4be5-9a57-77e37e37b144","56e6303c-d79c-43ce-afd5-20c0b3f12c67","6b0adc25-096e-4052-a457-59789b8a3164","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"c0d0de4a-987a-497a-bc0e-b9d71195207d","266a4eb3-2646-40fc-8597-b9290cffc89c","8beb4cd7-f951-416d-8d4b-911d3d156877","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"76f117f5-4251-4f88-a351-6e9107510679","84f6badc-ca76-4ac5-bc34-94d1be16f492","66c89678-9ba2-417b-857f-7018cc670e74","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",4,"Fortement d'accord"
"f7527295-55a0-46e7-adf2-f6f5038daf2c","c2cd043c-6932-44b5-93b1-389283812620","be5485eb-8ce0-4e19-9b84-5dd7e3d70f23","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
"411c4aef-92e5-4e96-b8a6-3182f74e7b71","f5ae126f-1faa-49f5-b2c1-bf0aca5b03ef","9b03874f-e0fe-4fac-9c6e-13f9b2dfd0a1","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289",3,"D'accord"
